Individual{TOC=2407.2249207406157, NV=13}
Individual{TOC=2422.055757439812, NV=12}
Individual{TOC=2286.7394318035012, NV=17}
Individual{TOC=2477.714611712967, NV=11}
Individual{TOC=2754.967570665722, NV=8}
Individual{TOC=2326.619090937972, NV=15}
Individual{TOC=2348.2140563420403, NV=14}
Individual{TOC=2545.5200491875844, NV=10}
Individual{TOC=3086.8051488595474, NV=6}
